chain_id,chain_family,chain_number,display_name,standard,pitch_in,pitch_mm,strands,status,provenance,needs_review,description,application_tags,materials_available,options_upgrades,roller_dia_in,roller_dia_mm,inner_width_in,inner_width_mm,pin_dia_in,pin_dia_mm,plate_height_in,plate_height_mm,weight_lbs_ft,weight_kg_m,extra_dims_json,tensile_lbs,tensile_kn,working_load_lbs,working_load_kn,temp_min_c,temp_max_c,lubrication,perf_source,pn_tsubaki,image_url,drawing_url,uniking_notes
TSU-RF52300,Conveyor Roller Chains,RF52300,Tsubaki RF52300 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),11.811,300,1,Active,catalog-verified,FALSE,"Tsubaki RF52300 large size conveyor chain, 300 mm pitch, 500 kN average tensile (DT series). 31.8 mm pin, 76.2 mm plate height. R, F, S rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT wear resistant|CT pin-bush wear|AT heavy duty 2x tensile|BT heavy duty|MT|RT|YT|DS stainless|GS stainless|SS stainless 300|NEP coated|bearing roller BR|R-F-S rollers|A2-A3 welded-GA2 attachments,,,,,1.252,31.8,3.000,76.2,36.96,55,"{""plate_thickness_mm"": 16}",112400,500,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF52300,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg.
TSU-RF52450,Conveyor Roller Chains,RF52450,Tsubaki RF52450 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),17.717,450,1,Active,catalog-verified,FALSE,"Tsubaki RF52450 large size conveyor chain, 450 mm pitch, 500 kN average tensile (DT series). 31.8 mm pin, 76.2 mm plate height. R, F, S rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT wear resistant|CT pin-bush wear|AT heavy duty 2x tensile|BT heavy duty|MT|RT|YT|DS stainless|GS stainless|SS stainless 300|NEP coated|bearing roller BR|R-F-S rollers|A2-A3 welded-GA2 attachments,,,,,1.252,31.8,3.000,76.2,28.90,43,"{""plate_thickness_mm"": 16}",112400,500,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF52450,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg.
TSU-RF52600,Conveyor Roller Chains,RF52600,Tsubaki RF52600 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),23.622,600,1,Active,catalog-verified,FALSE,"Tsubaki RF52600 large size conveyor chain, 600 mm pitch, 500 kN average tensile (DT series). 31.8 mm pin, 76.2 mm plate height. R, F, S rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT wear resistant|CT pin-bush wear|AT heavy duty 2x tensile|BT heavy duty|MT|RT|YT|DS stainless|GS stainless|SS stainless 300|NEP coated|bearing roller BR|R-F-S rollers|A2-A3 welded-GA2 attachments,,,,,1.252,31.8,3.000,76.2,24.86,37,"{""plate_thickness_mm"": 16}",112400,500,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF52600,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg.
TSU-RF60300,Conveyor Roller Chains,RF60300,Tsubaki RF60300 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),11.811,300,1,Active,catalog-verified,FALSE,"Tsubaki RF60300 large size conveyor chain, 300 mm pitch, 500 kN average tensile (DT series). 35 mm pin, 90 mm plate height. R, F, N rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT wear resistant|CT pin-bush wear|AT heavy duty 2x tensile|BT heavy duty|MT|RT|YT|DS stainless|GS stainless|SS stainless 300|NEP coated|bearing roller BR|R-F-N rollers|A2 welded-GA2 attachments,,,,,1.378,35,3.543,90,36.29,54,"{""plate_thickness_mm"": 12.7}",112400,500,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF60300,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg.
TSU-RF60350,Conveyor Roller Chains,RF60350,Tsubaki RF60350 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),13.780,350,1,Active,catalog-verified,FALSE,"Tsubaki RF60350 large size conveyor chain, 350 mm pitch, 500 kN average tensile (DT series). 35 mm pin, 90 mm plate height. R, F, N rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT wear resistant|CT pin-bush wear|AT heavy duty 2x tensile|BT heavy duty|MT|RT|YT|DS stainless|GS stainless|SS stainless 300|NEP coated|bearing roller BR|R-F-N rollers|A2 welded-GA2 attachments,,,,,1.378,35,3.543,90,32.93,49,"{""plate_thickness_mm"": 12.7}",112400,500,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF60350,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg.
TSU-RF60400,Conveyor Roller Chains,RF60400,Tsubaki RF60400 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),15.748,400,1,Active,catalog-verified,FALSE,"Tsubaki RF60400 large size conveyor chain, 400 mm pitch, 500 kN average tensile (DT series). 35 mm pin, 90 mm plate height. R, F, N rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT wear resistant|CT pin-bush wear|AT heavy duty 2x tensile|BT heavy duty|MT|RT|YT|DS stainless|GS stainless|SS stainless 300|NEP coated|bearing roller BR|R-F-N rollers|A2 welded-GA2 attachments,,,,,1.378,35,3.543,90,30.24,45,"{""plate_thickness_mm"": 12.7}",112400,500,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF60400,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg.
TSU-RF90350,Conveyor Roller Chains,RF90350,Tsubaki RF90350 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),13.780,350,1,Active,catalog-verified,FALSE,"Tsubaki RF90350 large size conveyor chain, 350 mm pitch, 789 kN average tensile (DT series). 42 mm pin, 110 mm plate height. N roller at this pitch.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT wear resistant|CT pin-bush wear|AT heavy duty 2x tensile|BT heavy duty|MT|RT|YT|DS stainless|GS stainless|SS stainless 300|NEP coated|bearing roller BR|N roller|A2 welded attachments,,,,,1.654,42,4.331,110,32.93,49,"{""plate_thickness_mm"": 16}",177370,789,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF90350,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg. Mass is N-roller value.
TSU-RF90400,Conveyor Roller Chains,RF90400,Tsubaki RF90400 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),15.748,400,1,Active,catalog-verified,FALSE,"Tsubaki RF90400 large size conveyor chain, 400 mm pitch, 789 kN average tensile (DT series). 42 mm pin, 110 mm plate height. R, F, N rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT wear resistant|CT pin-bush wear|AT heavy duty 2x tensile|BT heavy duty|MT|RT|YT|DS stainless|GS stainless|SS stainless 300|NEP coated|bearing roller BR|R-F-N rollers|A2 welded-GA2 attachments,,,,,1.654,42,4.331,110,49.73,74,"{""plate_thickness_mm"": 16}",177370,789,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF90400,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg.
TSU-RF90500,Conveyor Roller Chains,RF90500,Tsubaki RF90500 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),19.685,500,1,Active,catalog-verified,FALSE,"Tsubaki RF90500 large size conveyor chain, 500 mm pitch, 789 kN average tensile (DT series). 42 mm pin, 110 mm plate height. R, F, N rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT wear resistant|CT pin-bush wear|AT heavy duty 2x tensile|BT heavy duty|MT|RT|YT|DS stainless|GS stainless|SS stainless 300|NEP coated|bearing roller BR|R-F-N rollers|A2 welded-GA2 attachments,,,,,1.654,42,4.331,110,43.68,65,"{""plate_thickness_mm"": 16}",177370,789,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF90500,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg.
TSU-RF120400,Conveyor Roller Chains,RF120400,Tsubaki RF120400 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),15.748,400,1,Active,catalog-verified,FALSE,"Tsubaki RF120400 large size conveyor chain, 400 mm pitch, 1110 kN average tensile (DT series). 50 mm pin, 130 mm plate height. R, N rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT wear resistant|CT pin-bush wear|AT heavy duty 2x tensile|BT heavy duty|MT|RT|YT|DS stainless|GS stainless|SS stainless 300|NEP coated|bearing roller BR|R-N rollers|A2 welded attachments,,,,,1.969,50,5.118,130,75.94,113,"{""plate_thickness_mm"": 19}",249540,1110,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF120400,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg.
TSU-RF120600,Conveyor Roller Chains,RF120600,Tsubaki RF120600 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),23.622,600,1,Active,catalog-verified,FALSE,"Tsubaki RF120600 large size conveyor chain, 600 mm pitch, 1110 kN average tensile (DT series). 50 mm pin, 130 mm plate height. R, F, N rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT wear resistant|CT pin-bush wear|AT heavy duty 2x tensile|BT heavy duty|MT|RT|YT|DS stainless|GS stainless|SS stainless 300|NEP coated|bearing roller BR|R-F-N rollers|A2 welded attachments,,,,,1.969,50,5.118,130,59.14,88,"{""plate_thickness_mm"": 19}",249540,1110,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF120600,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg.
TSU-RF280400,Conveyor Roller Chains,RF280400,Tsubaki RF280400 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),15.748,400,1,Active,catalog-verified,FALSE,"Tsubaki RF280400 large size conveyor chain, 400 mm pitch, 3040 kN average tensile. 56 mm pin, 160 mm plate height. Wear resistant/heavy duty class. N roller.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",Wear resistant heavy duty|N roller|R roller (600 pitch)|NEP coated,,,,,2.205,56,6.299,160,,,"{""plate_thickness_mm"": 19}",683420,3040,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF280400,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg. Mass ambiguous in source table.
TSU-RF280600,Conveyor Roller Chains,RF280600,Tsubaki RF280600 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),23.622,600,1,Active,catalog-verified,FALSE,"Tsubaki RF280600 large size conveyor chain, 600 mm pitch, 3040 kN average tensile. 56 mm pin, 160 mm plate height. Wear resistant/heavy duty class. R, N rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",Wear resistant heavy duty|R-N rollers|NEP coated,,,,,2.205,56,6.299,160,,,"{""plate_thickness_mm"": 19}",683420,3040,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF280600,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg. Mass ambiguous in source table.
TSU-RF360400,Conveyor Roller Chains,RF360400,Tsubaki RF360400 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),15.748,400,1,Active,catalog-verified,FALSE,"Tsubaki RF360400 large size conveyor chain, 400 mm pitch, 3630 kN average tensile. 61 mm pin, 170 mm plate height. Wear resistant/heavy duty class. N roller.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",Wear resistant heavy duty|N roller|R roller (600 pitch)|NEP coated,,,,,2.402,61,6.693,170,,,"{""plate_thickness_mm"": 22}",816060,3630,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF360400,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg. Mass ambiguous in source table.
TSU-RF360600,Conveyor Roller Chains,RF360600,Tsubaki RF360600 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),23.622,600,1,Active,catalog-verified,FALSE,"Tsubaki RF360600 large size conveyor chain, 600 mm pitch, 3630 kN average tensile. 61 mm pin, 170 mm plate height. Wear resistant/heavy duty class. R, N rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",Wear resistant heavy duty|R-N rollers|NEP coated,,,,,2.402,61,6.693,170,,,"{""plate_thickness_mm"": 22}",816060,3630,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF360600,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg. Mass ambiguous in source table.
TSU-RF440400,Conveyor Roller Chains,RF440400,Tsubaki RF440400 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),15.748,400,1,Active,catalog-verified,FALSE,"Tsubaki RF440400 large size conveyor chain, 400 mm pitch, 4460 kN average tensile. 68 mm pin, 185 mm plate height. Wear resistant/heavy duty class. N roller.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",Wear resistant heavy duty|N roller|R roller (600 pitch)|NEP coated,,,,,2.677,68,7.283,185,,,"{""plate_thickness_mm"": 25}",1002650,4460,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF440400,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg. Mass ambiguous in source table.
TSU-RF440600,Conveyor Roller Chains,RF440600,Tsubaki RF440600 Large Size Conveyor Chain,JIS B1804 / Tsubaki standard (metric pitch),23.622,600,1,Active,catalog-verified,FALSE,"Tsubaki RF440600 large size conveyor chain, 600 mm pitch, 4460 kN average tensile. 68 mm pin, 185 mm plate height. Wear resistant/heavy duty class. R, N rollers.","large size conveyor, slat conveyor, bulk handling, cement, heavy duty, tsubaki RF, JIS","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",Wear resistant heavy duty|R-N rollers|NEP coated,,,,,2.677,68,7.283,185,,,"{""plate_thickness_mm"": 25}",1002650,4460,,,-20,200,"Series dependent; AT/SS to 400C, bearing roller lube-free option",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF440600,,,PKG-01 Tsubaki baseline. Avg tensile per Tsubaki DT-series design standard; min tensile = 85% of avg. Mass ambiguous in source table.
TSU-RF430,Conveyor Roller Chains,RF430,Tsubaki RF430 Large Size Conveyor Chain (inch series),Tsubaki standard (inch pitch),,,1,Active,catalog-verified,TRUE,"Tsubaki RF430 inch-pitch large size conveyor chain, 53.9 kN average tensile (DT series). North American inch series counterpart to the metric RF range.","large size conveyor, slat conveyor, bulk handling, heavy duty, tsubaki RF, inch series","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT|CT|AT|BT|MT|RT|YT|DS|GS|SS stainless|NEP coated,,,,,,,,,,,,12120,53.9,,,-20,200,"Series dependent; AT/SS to 400C",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF430,,,PKG-01 Tsubaki baseline. Pitch/dims to be confirmed from US Tsubaki inch-series catalog pages — tensile verified.
TSU-RF204,Conveyor Roller Chains,RF204,Tsubaki RF204 Large Size Conveyor Chain (inch series),Tsubaki standard (inch pitch),,,1,Active,catalog-verified,TRUE,"Tsubaki RF204 inch-pitch large size conveyor chain, 78.5 kN average tensile (DT series). North American inch series counterpart to the metric RF range.","large size conveyor, slat conveyor, bulk handling, heavy duty, tsubaki RF, inch series","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT|CT|AT|BT|MT|RT|YT|DS|GS|SS stainless|NEP coated,,,,,,,,,,,,17650,78.5,,,-20,200,"Series dependent; AT/SS to 400C",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF204,,,PKG-01 Tsubaki baseline. Pitch/dims to be confirmed from US Tsubaki inch-series catalog pages — tensile verified.
TSU-RF450,Conveyor Roller Chains,RF450,Tsubaki RF450 Large Size Conveyor Chain (inch series),Tsubaki standard (inch pitch),,,1,Active,catalog-verified,TRUE,"Tsubaki RF450 inch-pitch large size conveyor chain, 78.5 kN average tensile (DT series). North American inch series counterpart to the metric RF range.","large size conveyor, slat conveyor, bulk handling, heavy duty, tsubaki RF, inch series","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT|CT|AT|BT|MT|RT|YT|DS|GS|SS stainless|NEP coated,,,,,,,,,,,,17650,78.5,,,-20,200,"Series dependent; AT/SS to 400C",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF450,,,PKG-01 Tsubaki baseline. Pitch/dims to be confirmed from US Tsubaki inch-series catalog pages — tensile verified.
TSU-RF650,Conveyor Roller Chains,RF650,Tsubaki RF650 Large Size Conveyor Chain (inch series),Tsubaki standard (inch pitch),,,1,Active,catalog-verified,TRUE,"Tsubaki RF650 inch-pitch large size conveyor chain, 78.5 kN average tensile (DT series; 113 kN in GT/CT). North American inch series counterpart to the metric RF range.","large size conveyor, slat conveyor, bulk handling, heavy duty, tsubaki RF, inch series","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT|CT|AT|BT|MT|RT|YT|DS|GS|SS stainless|NEP coated,,,,,,,,,,,,17650,78.5,,,-20,200,"Series dependent; AT/SS to 400C",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF650,,,PKG-01 Tsubaki baseline. Pitch/dims to be confirmed from US Tsubaki inch-series catalog pages — tensile verified.
TSU-RF214,Conveyor Roller Chains,RF214,Tsubaki RF214 Large Size Conveyor Chain (inch series),Tsubaki standard (inch pitch),,,1,Active,catalog-verified,TRUE,"Tsubaki RF214 inch-pitch large size conveyor chain, 127 kN average tensile (DT series). North American inch series counterpart to the metric RF range.","large size conveyor, slat conveyor, bulk handling, heavy duty, tsubaki RF, inch series","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT|CT|AT|BT|MT|RT|YT|DS|GS|SS stainless|NEP coated,,,,,,,,,,,,28550,127,,,-20,200,"Series dependent; AT/SS to 400C",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF214,,,PKG-01 Tsubaki baseline. Pitch/dims to be confirmed from US Tsubaki inch-series catalog pages — tensile verified.
TSU-RF205,Conveyor Roller Chains,RF205,Tsubaki RF205 Large Size Conveyor Chain (inch series),Tsubaki standard (inch pitch),,,1,Active,catalog-verified,TRUE,"Tsubaki RF205 inch-pitch large size conveyor chain, 127 kN average tensile (DT series). North American inch series counterpart to the metric RF range.","large size conveyor, slat conveyor, bulk handling, heavy duty, tsubaki RF, inch series","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT|CT|AT|BT|MT|RT|YT|DS|GS|SS stainless|NEP coated,,,,,,,,,,,,28550,127,,,-20,200,"Series dependent; AT/SS to 400C",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF205,,,PKG-01 Tsubaki baseline. Pitch/dims to be confirmed from US Tsubaki inch-series catalog pages — tensile verified.
TSU-RF6205,Conveyor Roller Chains,RF6205,Tsubaki RF6205 Large Size Conveyor Chain (inch series),Tsubaki standard (inch pitch),,,1,Active,catalog-verified,TRUE,"Tsubaki RF6205 inch-pitch large size conveyor chain, 186 kN average tensile (DT series). North American inch series counterpart to the metric RF range.","large size conveyor, slat conveyor, bulk handling, heavy duty, tsubaki RF, inch series","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT|CT|AT|BT|MT|RT|YT|DS|GS|SS stainless|NEP coated,,,,,,,,,,,,41810,186,,,-20,200,"Series dependent; AT/SS to 400C",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF6205,,,PKG-01 Tsubaki baseline. Pitch/dims to be confirmed from US Tsubaki inch-series catalog pages — tensile verified.
TSU-RF212,Conveyor Roller Chains,RF212,Tsubaki RF212 Large Size Conveyor Chain (inch series),Tsubaki standard (inch pitch),,,1,Active,catalog-verified,TRUE,"Tsubaki RF212 inch-pitch large size conveyor chain, 245 kN average tensile (DT series). North American inch series counterpart to the metric RF range.","large size conveyor, slat conveyor, bulk handling, heavy duty, tsubaki RF, inch series","Carbon Steel, High Tensile Structural Steel, Stainless Steel 400, Stainless Steel 300",DT general use|GT|CT|AT|BT|MT|RT|YT|DS|GS|SS stainless|NEP coated,,,,,,,,,,,,55080,245,,,-20,200,"Series dependent; AT/SS to 400C",Tsubaki Large Size Conveyor Chain catalog (tsubaki.ca),RF212,,,PKG-01 Tsubaki baseline. Pitch/dims to be confirmed from US Tsubaki inch-series catalog pages — tensile verified.
